date,close,returns
2026-05-29 00:00:00-04:00,312.05999755859375,-0.001439992937726231
2026-06-01 00:00:00-04:00,306.30999755859375,-0.018425943872925732
2026-06-02 00:00:00-04:00,315.20001220703125,0.029022933365852488
2026-06-03 00:00:00-04:00,310.260009765625,-0.015672595971098935
2026-06-04 00:00:00-04:00,311.2300109863281,0.0031264139436979477
2026-06-05 00:00:00-04:00,307.3399963378906,-0.012498841728371679
2026-06-08 00:00:00-04:00,301.5400085449219,-0.01887156849768501
2026-06-09 00:00:00-04:00,290.54998779296875,-0.03644631040831148
2026-06-10 00:00:00-04:00,291.5799865722656,0.003544996808021894
2026-06-11 00:00:00-04:00,295.6300048828125,0.013889904990249002
2026-06-12 00:00:00-04:00,291.1300048828125,-0.015221729613622226
2026-06-15 00:00:00-04:00,296.4200134277344,0.018170605764429082
2026-06-16 00:00:00-04:00,299.239990234375,0.009513449426140408
2026-06-17 00:00:00-04:00,295.95001220703125,-0.010994446379867018
2026-06-18 00:00:00-04:00,298.010009765625,0.006960626705947437
2026-06-22 00:00:00-04:00,297.010009765625,-0.0033555919842641613
2026-06-23 00:00:00-04:00,294.29998779296875,-0.00912434558954689
2026-06-24 00:00:00-04:00,293.0799865722656,-0.004145434153267291
2026-06-25 00:00:00-04:00,275.1499938964844,-0.06117781321571136
2026-06-26 00:00:00-04:00,283.7799987792969,0.03136472859984596
2026-06-29 00:00:00-04:00,281.739990234375,-0.007188697419469814
2026-06-30 00:00:00-04:00,289.3599853515625,0.02704619642688466
2026-07-01 00:00:00-04:00,294.3800048828125,0.017348699838890536
2026-07-02 00:00:00-04:00,308.6300048828125,0.0484068203126522
2026-07-06 00:00:00-04:00,312.6600036621094,0.01305770247720095
2026-07-07 00:00:00-04:00,310.6600036621094,-0.006396724801939757
2026-07-08 00:00:00-04:00,313.3900146484375,0.008787777487112347
2026-07-09 00:00:00-04:00,316.2200012207031,0.009030238488741738
2026-07-10 00:00:00-04:00,315.32000732421875,-0.0028461004775477416
